Author,Betweenness,Cluster_Rank,Coreness,Decay,Degree,Diffusion,Dispersion,Eccentricity,Eigenvector,EvidentialSemiLocal,Harmonic,Katz,Load,Local_Structural,PageRank,Percolation,Radiality,SecondOrder,Semi_Local,Subgraph,VoteRank,Closeness,Class
Wb Barbazuk…,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238879,15124.454761911344,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
S Gao,152190.74328675153,0.000155322,13,7338.8125,0.000494899,384082.98687499895,0.2028314840429154,6,0.017343875488285036,111904.99802800125,17963.71666667036,0.014401636,0.000128095,204,7.010825988360755e-05,1.960480907801517e-12,0.7105754893563021,0.634094283,113594,0.00637469,0,0.32510383374459245,Nonawardee
G Bosilca,313658.4126152755,8.233556790293964e-05,7,5700.210938,0.000837521,121543.32112499978,0.5053948590559826,7,0.00347275,80264.92124388038,15776.402380960151,0.005065705,0.000456248,186,0.00012332,2.4538230332489494e-17,0.683509406,0.5991596941261675,80544,0.011385869,0,0.29002176600459434,Nonawardee
X Yu,87967.06087163107,0.000153104,19,6490.921875,0.000894625,452374.3010000006,0.3974114459914948,7,0.013426741532414905,99652.39155750656,16835.04047619777,0.011903145,0.000129548,370,0.00012258,7.873635459773293e-19,0.6982551314996351,0.5862628821822218,100312,0.011863586,0,0.3081371647707959,Nonawardee
R Hundt,4434.306250223948,2.5379422364346984e-05,4,5279.359375,7.613826709304096e-05,61811.68124999986,0.1692587349647437,7,0.001916604,67293.94976,15205.25476191153,0.003226557,6.591415018465113e-06,4,1.4705633924901681e-05,3.5938559347190555e-07,0.6746026458551442,0.6120849083036367,67468,0.000784991,0,0.28007610793026905,Nonawardee
S Rege,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238877,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
A Correa…,0,7.613826709304096e-05,4,5220.109375,7.613826709304096e-05,43863.26399999984,0,7,0.001586599,65799.79369,15125.954761911344,0.003005961,0,12,1.4986885076447969e-05,0,0.6732559246216808,0.6138821611094549,65954,0.000772591,0,0.27863136405391997,Nonawardee
C Xiao,73627.5,5.438447649502926e-05,5,5432.9375,0.000152277,78626.42375000009,0,7,0.002639389,73040.54581,15411.88809524523,0.003799685,0.000106701,20,3.269291017809091e-05,4.1680008254846205e-07,0.6778417562894579,0.6107253239657244,73238,0.002145927,0,0.28361310915104654,Nonawardee
Yc Chen,86.20184405,3.806913354652048e-05,4,5264.195313,7.613826709304096e-05,57809.42862499986,0.3385174699294874,7,0.001845168,66890.82206221008,15185.042857149576,0.003179956,8.030060852782186e-07,6,1.4664085134078708e-05,3.119716019416598e-08,0.6742806383046224,0.6117158704874021,67057,0.000808199,0,0.27972930147723846,Nonawardee
R Poon,0,3.806913354652048e-05,2,5535.257813,3.806913354652048e-05,77024.78574999978,0,7,0.002978998,76784.03880525295,15548.735714292969,0.003966972,0,2,7.806696612425236e-06,0,0.6798705624821547,0.6101278302731925,77031,0.001541057,0,0.28587436218443585,Nonawardee
Jk Harrison,0,5.710370031978072e-05,3,5233.515625,5.710370031978072e-05,56629.08037499986,0,7,0.001836887,66193.80455,15143.788095244709,0.003148505,0,6,1.0086156341995375e-05,0,0.6735462072903778,0.6138082416031461,66352,0.00077104,0,0.27894151374475207,Nonawardee
F Zambaldi,0,3.806913354652048e-05,2,5227.796875,3.806913354652048e-05,48184.24749999985,0,7,0.001647657,65971.59135722535,15135.90476191135,0.003018014,0,2,9.105210427375896e-06,0,0.673395514,0.6146115824778067,66134,0.000749309,0,0.278780421,Nonawardee
D Yue,0,9.51728338663012e-05,5,6892.625,9.51728338663012e-05,156033.8093749988,0,6,0.00997106,103808.59489900227,17364.01666667188,0.008934919,0,20,1.6033923898172587e-05,0,0.7033184226388757,0.6402904304331035,105181,0.001754854,0,0.3148909024278566,Nonawardee
G Zhu,0,7.613826709304096e-05,4,5397.375,7.613826709304096e-05,74690.49662499984,0,7,0.002439102,71666.75240701421,15363.771428578597,0.003569819,0,12,1.2347173332233338e-05,0,0.6774245740934615,0.6025452733893318,71843,0.002881066,0,0.2831525561205897,Nonawardee
A Biocca,0,3.806913354652048e-05,2,5219.984375,3.806913354652048e-05,41633.37612499985,0,7,0.001552311,65814.32016675391,15125.454761911342,0.002951168,0,2,8.97845853197125e-06,0,0.673257511,0.6138440969614827,65969,0.000734611,0,0.2786330569868364,Nonawardee
T Weiss…,0,5.710370031978072e-05,3,5401.695313,5.710370031978072e-05,67836.86162499982,0,7,0.002343304,71956.88189059257,15369.995238102343,0.003504265,0,6,1.065313167024591e-05,0,0.6774705751721075,0.6022469212073402,72140,0.002610849,0,0.28320326614861124,Nonawardee
Y Yang…,335469.0863,0.000128166,14,6304.578125,0.000590072,320674.5806250001,0.1234230775392208,7,0.010824931596489278,95525.74567056927,16583.15714286502,0.009875143,0.00049515,202,8.488354852581073e-05,2.311014715555561e-13,0.6947082897116208,0.5972967457078725,96091,0.007736589,0,0.3035761586909909,Nonawardee
Nh Christ…,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238877,15124.454761911344,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
Ym Chen,0,3.806913354652048e-05,2,5229.921875,3.806913354652048e-05,44951.493499999844,0,7,0.001637297,66196.82988069257,15138.754761911368,0.003004329,0,2,7.780659639531018e-06,0,0.6734906887471844,0.6134184625048686,66352,0.000754886,0,0.27888214210935713,Nonawardee
B Li,691145.6249790029,0.000222745,19,7568.25,0.001808284,833817.1644999989,0.329365148,6,0.028386111156929468,112266.75416467653,18281.283333336265,0.022783006,0.000833336,1100,0.000237553,2.1729449956416226e-32,0.7138606008692617,0.639895554,114142,0.017063697,0,0.3299480651867677,Nonawardee
D Broman,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485,15124.454761911344,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
W Hersh,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238879,15124.454761911344,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
H Choi,89.72201835545118,6.344855591086746e-05,4,6593.234375,7.613826709304096e-05,104170.95312499859,0,6,0.007849875,93694.87273822582,16963.450000006145,0.00739297,2.095101921080504e-07,10,1.4286410212989862e-05,8.43296741890958e-09,0.6979822975159418,0.6507000385862108,94930,0.000971216,0,0.3077814580341915,Nonawardee
Yn Xu,0,9.51728338663012e-05,5,5858.15625,9.51728338663012e-05,121349.25762500011,0,7,0.004625943,86317.78851470446,15981.433333341363,0.005182463,0,20,1.5246465103434739e-05,0,0.6867088607594937,0.5953941857965401,86637,0.002429921,0,0.29376907648171724,Nonawardee
Z Jiao,0,9.51728338663012e-05,5,5496.476563,9.51728338663012e-05,102052.8360000001,0,7,0.003397322,75683.69431647751,15496.728571435751,0.004257751,0,20,1.4244998988031503e-05,0,0.6790631642397132,0.6121740896479861,75900,0.00421079,0,0.28497015183581464,Nonawardee
M Shen,3338.551466107041,0.000154391,12,6197.296875,0.000361657,271761.3667500002,0.160011015,7,0.009275646,93970.83693974122,16437.623809532128,0.008589893,9.076535456041576e-06,146,4.6327196588614317e-05,1.1986587474393978e-11,0.6929253513530662,0.5942860531190539,94463,0.007542327,0,0.3013340365354137,Nonawardee
J Cook…,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238877,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
Hw Liang,0,3.806913354652048e-05,2,5522.914063,3.806913354652048e-05,73233.178,0,7,0.002568964,75581.49188342299,15531.728571436037,0.003677587,0,2,7.84966954732149e-06,0,0.6801243615367533,0.598416696,75792,0.001783953,0,0.28615977987831015,Nonawardee
Wk Chang,0,3.806913354652048e-05,2,5225.109375,3.806913354652048e-05,43209.220874999846,0,7,0.001590681,66114.97426161874,15132.354761911356,0.002976008,0,2,7.78004865358804e-06,0,0.6733733066844326,0.6136522074916265,66270,0.000730897,0,0.27875669667974656,Nonawardee
Q Gao,3312.9162001415234,0.000145932,11,6177.65625,0.000247449,252254.30024999994,0.038822983,7,0.008427094,93142.60506751874,16410.20714286562,0.00793793,6.468742279756516e-06,92,3.412111167707341e-05,7.6251912013003e-10,0.6926715522984677,0.5918700060467385,93653,0.006460553,0,0.30101756320598155,Nonawardee
C Yuling,0,5.710370031978072e-05,3,5322.265625,5.710370031978072e-05,60650.984999999855,0,7,0.00198575,68761.40841434406,15262.271428578377,0.00325052,0,6,1.0977424548011604e-05,0,0.6756828780812791,0.6085614561898504,68927,0.000868793,0,0.2812458399824506,Nonawardee
L Tingdong,0,3.806913354652048e-05,2,5219.609375,3.806913354652048e-05,41624.16424999985,0,7,0.001551756,65811.98272265549,15124.954761911344,0.002949947,0,2,9.454543149133952e-06,0,0.6732527521334983,0.6137591515196837,65966,0.000731249,0,0.27862797824980234,Nonawardee
D Fye,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238877,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
Mh Chen,6146.270489127704,4.894602884552633e-05,5,5397.40625,0.000152277,76954.77549999986,0.4682825000691242,7,0.002487122,71557.12958666835,15364.454761911926,0.003667919,1.4124658443161116e-05,18,2.4032429210866074e-05,3.558643051236366e-08,0.677381746,0.6035724279789856,71734,0.002964243,0,0.2831053596578601,Nonawardee
A Chufo…,83.67132915084909,0.000126897,7,5577.039063,0.000133242,117004.93737499979,0,7,0.003923774,77686.26149890147,15605.819047626394,0.00465222,2.0842003631870529e-07,40,1.870336733762847e-05,1.0406255668641338e-09,0.6807699628818883,0.6076938761050448,77947,0.002431546,0,0.286888386,Nonawardee
G Hao…,0,5.710370031978072e-05,3,6008.171875,5.710370031978072e-05,125352.12437500023,0,7,0.005168445,90421.40818441805,16181.973809532054,0.005597321,0,6,1.0231145431688862e-05,0,0.6894594080137052,0.5960785246960413,90823,0.001771248,0,0.29706889042746676,Nonawardee
P Wei,0,7.613826709304096e-05,4,5344.726563,7.613826709304096e-05,84580.36562499985,0,7,0.002595548,69832.54252271344,15293.261904768848,0.003657331,0,12,1.193858511435113e-05,0,0.6761413026236477,0.6071095497261735,70001,0.002012953,0,0.281745204,Nonawardee
J Chunfa…,0,6.344855591086746e-05,3,5220.109375,7.613826709304096e-05,43887.214874999845,0,7,0.001587933,65792.72762133634,15125.954761911344,0.003007782,2.41547752587294e-10,10,1.4235801829580406e-05,1.5096734536705878e-11,0.6732559246216808,0.6138821611094549,65947,0.000781075,0,0.27863136405391997,Nonawardee
S Zhong,61670.524093969165,0.000133242,11,7270.203125,0.000285519,311682.5623749993,0,6,0.015585390910405268,111062.84067039518,17870.066666670664,0.013043618,8.829150036606932e-05,98,4.473092227218447e-05,2.7192996728999805e-09,0.7095111195710796,0.6349487888473295,112686,0.00490688,0,0.3235646770915012,Nonawardee
Re Stearns,895962.4047926349,2.8365236760152513e-05,9,6811.65625,0.000989797,144226.64212499885,0.264242025,6,0.008649451,97848.58745,17263.300000005445,0.008876252,0.001122762,76,0.000226488,2.455982339507611e-19,0.7017052123980838,0.6478676233119349,99260,0.008204618,0,0.31270718702346706,Awardee
Kw Bowyer,3014113.348261043,5.695382184125111e-05,12,6356.53125,0.002436425,318069.4623749998,0.5214251445490881,7,0.008751298,95945.44745,16668.390476198212,0.010225372,0.002577926,380,0.00044986,7.73238726618218e-42,0.695612449,0.5950721222043591,96573,0.050096889,0,0.30472597669097673,Nonawardee
Jd Zhai,0,5.710370031978072e-05,3,5804.679688,5.710370031978072e-05,107213.94250000002,0,7,0.004075069,84692.09383,15909.80238096036,0.004763536,0,6,1.0124472083425808e-05,0,0.6856968370292821,0.5946691098543755,85001,0.003299685,0,0.29257333140349784,Nonawardee
F Yu,34653.045593781055,0.000173595,15,6434.875,0.000494899,376448.1848750001,0.1962579015947473,7,0.012294089018436729,98126.43449532342,16756.19047619791,0.01085187,3.739163806810742e-05,228,6.455372353718118e-05,5.525575637873174e-13,0.6971288981948542,0.5933831091939074,98788,0.007388438,0,0.3066741231822335,Nonawardee
Jr Vella,0,5.3296786965128676e-05,3,5220.609375,0.000114207,46085.16824999985,0.3610853012581199,7,0.001619952,65796.32826302852,15126.954761911344,0.003059934,2.8985730310475286e-09,14,2.288174757224295e-05,4.5290203610117634e-11,0.6732590971098633,0.6140051433516273,65950,0.000809211,0,0.2786347499403251,Nonawardee
Yc Tsai,21190.86932029248,4.75864169331506e-05,5,5256.867188,9.51728338663012e-05,64961.52837499985,0.3159496386008549,7,0.002039229,67073.24641577537,15175.828571435228,0.003315498,1.6485675423467518e-06,10,1.4961386547821112e-05,4.641076909820411e-08,0.6740744265727611,0.6120367799533458,67234,0.000833286,0,0.27950765943913247,Nonawardee
D Zeng,99721.00960507774,6.027612811532409e-05,7,5627.554688,0.000247449,119969.3187499998,0.2994577618607004,7,0.00369341,78691.4778,15674.061904769656,0.00459903,0.000147,38,4.0696344962066526e-05,1.7687763797622392e-08,0.6823942768313188,0.5920046233157643,78925,0.004187543,0,0.28873805562209015,Nonawardee
D Burger,27024.03087,7.028147731665319e-05,5,5801.265625,0.000266484,94879.85600000006,0.4166368860670614,7,0.003553247,84659.56109869992,15906.78333334132,0.004614261,5.768941420240114e-05,48,4.429432044104957e-05,2.7224745493752282e-09,0.6857475968402018,0.5918592241502634,84949,0.00174958,0,0.2926330741567501,Nonawardee
Y Lao,0,0.000114207,6,5736.804688,0.000114207,149323.87962499983,0,7,0.005260069,82974.51679,15818.985714293322,0.005573207,0,30,1.6698555957869597e-05,0,0.6837679642143333,0.6127864291876363,83287,0.004350144,0,0.2903210433351595,Nonawardee
N Zongzan,0,3.806913354652048e-05,2,5219.609375,3.806913354652048e-05,41624.16424999985,0,7,0.001551756,65811.98272265549,15124.954761911344,0.002949947,0,2,9.454543149133952e-06,0,0.6732527521334983,0.6137591515196837,65966,0.000731249,0,0.27862797824980234,Nonawardee
F Shen,16437.02100401431,0.00017691,11,6011.21875,0.000342622,230809.05524999995,0.1186257800607605,7,0.007484846,89624.91673668037,16188.507142865405,0.007293385,2.5624251393157207e-05,158,4.230496545481835e-05,9.644161104122742e-11,0.689530789,0.5951208769663877,90027,0.009077424,0,0.2971555129024174,Nonawardee
D Hu,25900.64188833453,0.000257574,19,6543.03125,0.000913659,560815.2652500002,0.1429984085064483,7,0.017445035314038744,98564.30756682363,16904.540476197406,0.01457055,4.288037636236196e-05,636,0.000112144,1.4369107809003592e-19,0.698840456,0.5965259730430617,99286,0.014542804,0,0.3089030607123845,Nonawardee
P Jen‐Hwa Hu,0,3.806913354652048e-05,2,5429.125,3.806913354652048e-05,68312.80850000009,0,7,0.002458844,72993.12586515467,15405.804761911892,0.003587511,0,2,7.755251526856141e-06,0,0.6777973414549031,0.6100162087785496,73189,0.001976541,0,0.2835640056403756,Nonawardee
H You…,0,3.806913354652048e-05,2,5535.257813,3.806913354652048e-05,77024.78574999978,0,7,0.002978998,76784.03880525293,15548.735714292969,0.003966972,0,2,7.806696612425236e-06,0,0.6798705624821547,0.6101278302731925,77031,0.001541057,0,0.28587436218443585,Nonawardee
L Wu…,64882.99612799901,8.036817082043211e-05,6,5743.984375,0.000190346,99969.72400000006,0.3159496386008549,7,0.003625116,83079.07681316507,15829.150000007869,0.004563765,9.243932921057984e-06,38,3.0843416304241753e-05,4.644482222704896e-09,0.6844659116144792,0.5978081135506937,83355,0.001493411,0,0.2911320011184585,Nonawardee
Dy Wu,0,3.806913354652048e-05,2,5522.914063,3.806913354652048e-05,73233.178,0,7,0.002568964,75581.49188342302,15531.728571436037,0.003677587,0,2,7.84966954732149e-06,0,0.6801243615367533,0.598416696,75792,0.001783953,0,0.28615977987831015,Nonawardee
X Nie,2513.4712048631336,0.000105748,8,6032.03125,0.000190346,187507.10150000014,0.091883313,7,0.006699858,90369.02425079311,16214.850000008348,0.00667637,5.766267891329152e-06,50,2.6338418698445765e-05,4.087331051420012e-09,0.6901129405792964,0.5901706094932175,90767,0.005024708,0,0.2978638578074583,Nonawardee
D Cronin-Hennessy…,13943.449068603311,8.014554430846417e-05,5,6601.984375,0.000742348,251688.0769999986,0.5591705576163194,6,0.010116575,93563.69685916418,16980.95000000609,0.009326399,4.734901800949881e-05,160,0.000135655,3.953298905822512e-17,0.6980378160591352,0.6523801182124731,94796,0.001229699,0,0.30785377364968797,Nonawardee
Jm Lin,0,7.613826709304096e-05,4,5497.929688,7.613826709304096e-05,96716.08975000014,0,7,0.003190092,75604.13048042785,15498.595238102487,0.004105908,0,12,1.2175107461597746e-05,0,0.6791916500111037,0.60950563,75816,0.004320358,0,0.28511366096452756,Nonawardee
Jm Ding…,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238877,15124.454761911342,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
X Guanglian,0,0,1,5219.359375,1.903456677326024e-05,40513.826249999845,0,7,0.001534902,65814.77485238877,15124.454761911344,0.002922716,0,0,5.436265373770359e-06,0,0.673251166,0.6136976364643096,65969,0.000715765,0,0.27862628537860046,Nonawardee
Cw Tseng,108201.17337130336,6.411643544677133e-05,7,6781.546875,0.000380691,161759.29674999867,0.4895338745702532,6,0.009326839,97231.12515107241,17217.516666672145,0.008780601,0.000161209,64,7.28888781242254e-05,1.4612386608225645e-10,0.7010548523206751,0.6539188991199067,98632,0.002473668,0,0.3118353722889037,Nonawardee
W Chen…,134396.1532445219,0.00014157,14,6320.03125,0.000628141,353117.5761250005,0.201939607,7,0.01126808,95975.77492554046,16604.390476198318,0.010177516,0.000194685,238,9.131004890662717e-05,2.262189071766711e-14,0.6950747120966975,0.593734508,96547,0.008016631,0,0.3040410902545131,Nonawardee
G Hao,95.19329275,0.000108769,7,6048.703125,0.000152277,172491.13112500025,0,7,0.006372751,91121.23531134444,16236.990476198756,0.006467072,5.025503264885542e-07,40,2.1591635097557715e-05,1.1732566217466712e-09,0.6901652866343073,0.5971028444010325,91544,0.003742403,0,0.2979277164623161,Nonawardee
Cy Wen,0,7.613826709304096e-05,4,5220.609375,7.613826709304096e-05,44624.77899999985,0,7,0.001607869,65782.91287635092,15126.621428578012,0.003022693,0,12,1.3235301820285684e-05,0,0.6732622695980457,0.6139953896361422,65938,0.000811034,0,0.27863813590902087,Nonawardee
